Title,Short Intro,URL,Category,Sub-Category,Skills,Rating,Number of viewers,Duration,Level,preference,skill_vector,popularity,Cluster
Data Visualization and Dashboards with Excel and Cognos,Learn how to create data visualizations and dashboards using spreadsheets and analytics tools. This course covers some of the first steps for telling a compelling story with your data using various types of charts and graphs. You'll learn the basics of visualizing data with Excel and IBM Cognos Analytics without having to write any code. ,https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos?specialization=data-analysis-visualization-foundations,Data Science,Data Analysis,"Microsoft Excel,Data Analysis,Data Visualization (DataViz),IBM Cognos Analytics,Dashboard,",4.7,2606,9,2,"data science, data analysis","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",0.0001567265,0
Creative Writing: The Craft of Plot,"In this course aspiring writers will be introduced to perhaps the most elemental and often the most challenging element of story: plot.  We will learn what keeps it moving, how it manipulates our feelings, expectations, and desires.  We will examine the choices storytellers make to snag our imaginations, drag them into a fictional world, and keep them there. We will learn how to outline and structure a plot, discuss narrative arc, pacing and reversals and reveal the inevitable surprise: connecting the beginning, middle and end.",https://www.coursera.org/learn/craft-of-plot?specialization=creative-writing,Arts and Humanities,Music and Art,"Short Story Writing,Fiction Writing,Creativity,Copy Editing,",4.7,4547,5,2,"arts and humanities, music and art","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]",0.0002734596,3
Acupressure,This course provides an overview of the basic principles and applications of acupressure for patient symptom management and self-care. ,https://www.coursera.org/learn/acupressure?specialization=integrative-nursing,Health,Patient Care,"integrative healthcare,wellbeing,patient-centered care,improved symptom management,evidence-based practice,",4.6,11,15,2,"health, patient care","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",6.615e-07,3
Introduction to Digital Marketing,"Although traditional marketing strategies are still used, companies continue to shift their focus to digital approaches such as search engines, social media. These technologies take into account the journey of the customer and how they make their purchase decisions. It is important for marketers to have an understanding of digital marketing strategies and familiarize themselves with the key technologies underlying them. This course will offer students a panoramic view of digital marketing and provide insights into key strategies using Internet-based platforms. In addition, it will focus on content that resonates with consumers that helps businesses differentiate themselves in competitive markets.",https://www.coursera.org/learn/introduction-digital-marketing?specialization=business-introduction,Business,Marketing,"engagement,80/20 Rule of Social Media,Storytelling,Keyword Selection,Review Management,",4.7,53,9,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",3.1875e-06,3
Getting and Cleaning Data,"Before you can work with data you have to get some. This course will cover the basic ways that data can be obtained. The course will cover obtaining data from the web, from APIs, from databases and from colleagues in various formats. It will also cover the basics of data cleaning and how to make data “tidy”. Tidy data dramatically speed downstream data analysis tasks. The course will also cover the components of a complete data set including raw data, processing instructions, codebooks, and processed data. The course will cover the basics needed for collecting, cleaning, and sharing data.",https://www.coursera.org/learn/data-cleaning?specialization=jhu-data-science,Data Science,Data Analysis,"Data Manipulation,Regular Expression (REGEX),R Programming,Data Cleansing,",4.5,8010,19,2,"data science, data analysis","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",0.0004817267,0
Finance for Non-Financial Professionals,"Impact your financial decisions and learn how to affect the performance of your unit's profitability and of your organization. In this course gain a basic understanding of finance and accounting concepts to drive your organization's growth. Upon completion of this course, you will have gained general financial knowledge and an in-depth understanding of the impact of your decisions outside your functional area. Content of the course includes selected aspects of finance from a non-financial specialist perspective. Specific topics include: financial analysis; planning, forecasting, and budgeting; cash flow, and strategic financing. This class will be interactive and will require the active involvement of the participants in finance related activities.",https://www.coursera.org/learn/finance-for-non-finance-managers?specialization=career-success,Business,Finance,"Accounting,Financial Ratio,Financial Statement,Finance,",4.6,4341,6,2,"business, finance","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0002610706,3
Data Analysis Using Python,"This course provides an introduction to basic data science techniques using Python.  Students are introduced to core concepts like Data Frames and joining data, and learn how to use data analysis libraries like pandas, numpy, and matplotlib.  This course provides an overview of loading, inspecting, and querying real-world data, and how to answer basic questions about that data.  Students will gain skills in data aggregation and summarization, as well as basic data visualization.",https://www.coursera.org/learn/data-analysis-python?specialization=programming-python-java,Data Science,Data Analysis,"Data Science,Python Libraries,Python Programming,Data Analysis,Data Visualization (DataViz),",4.6,314,16,2,"data science, data analysis","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1]",1.88842e-05,0
Financial Risk Management with R,"This course teaches you how to calculate the return of a portfolio of securities as well as quantify the market risk of that portfolio, an important skill for financial market analysts in banks, hedge funds, insurance companies, and other financial services and investment firms. Using the R programming language with Microsoft Open R and RStudio, you will use the two main tools for calculating the market risk of stock portfolios: Value-at-Risk (VaR) and Expected Shortfall (ES). You will need a beginner-level understanding of R programming to complete the assignments of this course.",https://www.coursera.org/learn/financial-risk-management-with-r?specialization=entrepreneurial-finance,Business,Finance,"Risk Analysis,R Programming,Risk Management,Financial Risk,Portfolio (Finance),",4.4,228,14,2,"business, finance","[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.37121e-05,3
An Introduction to Interactive Programming in Python (Part 1),"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.",https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals,Computer Science,Software Development,"Programming Principles,Python Syntax And Semantics,Computer Programming,Python Programming,",4.8,3208,19,2,"computer science, software development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0001929312,2
Market and Competition in Pricing Strategy,"If you haven’t considered what the competition is charging, you may not be maximizing your revenue. Spend time analyzing the market and you can influence price and improve margins. In this course, we'll show you how to implement competitive pricing and avoid common legal pitfalls of market-based pricing. You will also learn how to predict, influence and respond to competitors’ pricing moves. Developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global pricing experts, this course provides an in-depth understanding of market-based pricing and how to use it to capture more revenue.",https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-market-competition?specialization=uva-darden-bcg-pricing-strategy,Business,Marketing,"Competitor Pricing Models,Pricing Strategies,Pricing to Competition,Price Discrimination,Market Segmentation,",4.9,216,11,2,"business, marketing","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",1.29904e-05,3
"Android App Components - Intents, Activities, and Broadcast Receivers","This 4 week MOOC builds upon the overview of Java and Android covered in Course 1 by delving deeper into core Android app components, such as intents, activities, and broadcast receivers.  You will learn by example how to program these core Android components together with Android concurrency frameworks and basic Java file I/O classes (such as File and InputStream) and Android storage mechanisms (such as Shared Preferences). You'll also learn how to use the Git source code management system. Throughout this MOOC you'll work incrementally on a project involving downloading, storing, and display images from remote websites. Each week you will add additional capabilities to the project, based on material covered in the lecture videos. You'll spend roughly 4 hours per week watching video lectures, taking quizzes, and programming assignments with Java and Android.",https://www.coursera.org/learn/androidapps?specialization=android-app-development,Computer Science,Mobile and Web Development,"Computer Programming,Android Studio,Android Software Development,Concurrent Computing,",4.2,775,14,2,"computer science, mobile and web development","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",4.6609e-05,2
Introduction to Ableton Live,"In the past, Digital Audio Workstations (DAWs) were programs used only by audio engineers with a highly specific knowledge base, on machines inaccessible to most people. But over the past 10-15 years, DAWs and the act of recording music have evolved from being a luxury of the few to being available to the masses. Ableton Live is one such application. Used by an extremely broad range of music creators, Ableton Live not only facilitates the work of engineers, producers, and writers in professional, home, and mobile studio settings, but it is also a powerful platform for musicians on stage, in the DJ booth, and elsewhere.",https://www.coursera.org/learn/ableton-live?specialization=singer-songwriter,Arts and Humanities,Music and Art,"Audio Recording,Music Making,File Management,Ableton,MIDI programming,",4.8,1085,13,2,"arts and humanities, music and art","[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]",6.52526e-05,3
Leading Through Effective Communication ,Do you struggle to influence your team’s chances of success? Learn effective communication and leadership skills from this Leading Through Effective Communication course!,https://www.coursera.org/learn/leadingthrougheffectivecommunication?specialization=communicationforeveryone,Personal Development,Personal Development,"Sharing your vision as a leader,Building future leaders,Sending a message with relatability,Making safe spaces to communicate,Assembling a successful team,",4.7,3399,8,2,"personal development, personal development","[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.0002044181,3
